asset_id,asset_type,substation_region,grid_failure_flag,predicted_failure_prob,expected_impact,risk_score
105737,Transformer,East,0,0.015,530444.0225,7956.6603374999995
105738,Substation,East,1,0.875,472538.43961,413471.13465875003
105739,Substation,Central,1,0.815,639639.2819000001,521306.0147485
105740,Circuit Breaker,Central,0,0.01,689344.8309,6893.448308999999
105741,Transmission Line,East,0,0.095,169631.89869,16115.03037555
105742,Circuit Breaker,South,1,0.22,265919.18683,58502.22110260001
105743,Transformer,North,0,0.18,376243.2295,67723.78131
105744,Transmission Line,Central,0,0.06,1150020.8166,69001.248996
105745,Transmission Line,North,0,0.035,815693.5830799999,28549.2754078
105746,Circuit Breaker,East,0,0.045,596744.5292999999,26853.503818499998
105747,Transformer,South,0,0.005,345919.8348,1729.5991740000002
105748,Circuit Breaker,Central,0,0.01,942968.164,9429.68164
105749,Substation,West,0,0.055,82630.46181,4544.675399549999
105750,Switchgear,Central,0,0.0,315003.47695,0.0
105751,Circuit Breaker,Central,0,0.0,588520.98886,0.0
105752,Switchgear,North,1,0.985,699872.7878,689374.695983
105753,Switchgear,South,0,0.0,877761.8170999999,0.0
105754,Transmission Line,West,1,0.93,1037634.1468,964999.7565240001
105755,Substation,West,0,0.035,148687.5496,5204.064236
105756,Substation,North,0,0.115,373514.07526,42954.118654900005
105757,Transmission Line,South,0,0.015,1294654.2166,19419.813249
105758,Transformer,West,1,0.755,68809.68755,51951.314100250005
105759,Transmission Line,North,1,0.855,280634.65299000003,239942.62830645003
105760,Switchgear,West,1,0.69,439171.32629999996,303028.2151469999
105761,Transformer,West,0,0.0,266841.8608,0.0
105762,Transformer,South,0,0.035,501446.20866,17550.617303100003
105763,Transformer,Central,0,0.01,1057315.7556,10573.157556
105764,Circuit Breaker,North,1,0.915,1027339.6026,940015.736379
105765,Circuit Breaker,East,0,0.035,933934.2025,32687.697087500004
105766,Switchgear,West,1,0.875,789684.7142,690974.124925
105767,Switchgear,West,0,0.045,1088999.233,49004.965485
105768,Circuit Breaker,Central,1,0.91,683569.3211999999,622048.082292
105769,Switchgear,West,1,0.985,264307.48641,260342.87411385
105770,Circuit Breaker,North,1,0.77,734610.0878999999,565649.767683
105771,Substation,North,1,0.75,238344.14036,178758.10527
105772,Transformer,East,1,0.85,248388.3653,211130.110505
105773,Transmission Line,East,0,0.025,934022.63322,23350.5658305
105774,Substation,West,0,0.01,877341.12051,8773.411205100001
105775,Substation,Central,0,0.04,613047.07906,24521.8831624
105776,Substation,Central,0,0.045,872541.1135000001,39264.3501075
105777,Transmission Line,North,0,0.155,510658.73326,79152.1036553
105778,Switchgear,East,1,0.81,713113.5385,577621.966185
105779,Circuit Breaker,East,1,0.785,476604.17778,374134.27955730003
105780,Circuit Breaker,South,1,0.8,510898.07773,408718.46218400006
105781,Circuit Breaker,West,1,0.81,243231.12032000002,197017.20745920003
105782,Transmission Line,Central,0,0.505,686591.35953,346728.63656265003
105783,Switchgear,South,1,0.955,1231895.5274,1176460.228667
105784,Transmission Line,South,0,0.03,703374.8166,21101.244498
105785,Transmission Line,North,0,0.12,1227768.52,147332.2224
105786,Transformer,East,1,0.865,611256.1602,528736.578573
105787,Circuit Breaker,East,1,0.705,1093462.929,770891.3649449999
105788,Transmission Line,South,0,0.2,1233149.1238,246629.82476
105789,Transformer,East,0,0.075,1179686.9215,88476.5191125
105790,Transformer,West,0,0.01,912276.4225000001,9122.764225
105791,Transmission Line,South,1,0.815,586910.4815,478332.0424225
105792,Switchgear,West,0,0.015,1083175.8394,16247.637590999999
105793,Switchgear,South,1,0.95,1132900.5673,1076255.5389349998
105794,Substation,East,1,0.82,114542.31861999999,93924.7012684
105795,Transformer,South,0,0.02,621550.5183,12431.010366
105796,Transmission Line,South,0,0.245,1016792.0895,249114.0619275
105797,Circuit Breaker,North,1,0.92,1390977.7141,1279699.496972
105798,Transmission Line,West,0,0.145,831906.422,120626.43118999999
105799,Circuit Breaker,North,1,0.96,1375969.3621,1320930.587616
105800,Circuit Breaker,North,1,0.855,863022.5988,737884.321974
105801,Transformer,West,1,0.715,309287.2953,221140.41613949998
105802,Circuit Breaker,West,1,0.94,521163.8099,489893.981306
105803,Switchgear,Central,1,0.86,448461.48677,385676.8786222
105804,Transformer,South,0,0.065,416408.6423,27066.5617495
105805,Substation,East,0,0.365,385974.02060399996,140880.51752045998
105806,Transmission Line,South,0,0.055,463670.53478,25501.879412899998
105807,Transformer,Central,0,0.03,1038347.5626,31150.426878
105808,Circuit Breaker,North,0,0.145,1355748.7418,196583.56756099997
105809,Transformer,South,0,0.155,951207.0864,147437.098392
105810,Transformer,East,0,0.06,264115.04336999997,15846.902602199998
105811,Transmission Line,North,1,0.87,819295.1381,712786.770147
105812,Circuit Breaker,South,1,0.89,868250.8613999999,772743.266646
105813,Transformer,Central,0,0.2,676048.7508,135209.75016000003
105814,Transformer,West,0,0.14,1099829.9468,153976.19255200002
105815,Switchgear,Central,1,0.675,633162.4095,427384.6264125
105816,Transformer,North,1,0.2,652099.0077,130419.80154
105817,TRANSFORMER,North,1,0.71,1346855.3738,956267.315398
105818,Substation,North,0,0.065,973169.3418999999,63256.0072235
105819,Substation,East,1,0.77,647902.189,498884.68553
105820,Substation,South,0,0.11,689033.5824300001,75793.6940673
105821,Substation,West,0,0.1,926485.0615000001,92648.50615000002
105822,Transformer,Central,0,0.03,708009.3762,21240.281286
105823,Circuit Breaker,East,0,0.0,404197.6217,0.0
105824,Switchgear,Central,0,0.01,587303.754,5873.037539999999
105825,Transformer,North,0,0.02,1359931.9463,27198.638926
105826,Substation,North,1,0.875,797289.0262596,697627.8979771499
105827,Circuit Breaker,North,1,0.405,876534.5175,354996.4795875
105828,Transformer,Central,1,0.72,649956.7660000001,467968.87152000004
105829,Substation,Central,0,0.01,327140.81474,3271.4081474
105830,Substation,Central,0,0.28,372947.18843,104425.2127604
105831,TRANSFORMER,West,0,0.405,346830.198,140466.23019
105832,Transmission Line,Central,0,0.02,860954.5635,17219.09127
105833,Transmission Line,North,1,0.88,1011864.0337,890440.349656
105834,Transmission Line,South,1,0.9,441400.67657,397260.60891300003
105835,Substation,Central,0,0.05,981375.8078999999,49068.790394999996
105836,Circuit Breaker,East,0,0.19,666361.6464,126608.712816
105837,Switchgear,North,1,0.785,477944.5034,375186.435169
105838,Circuit Breaker,North,1,0.93,800333.7388,744310.377084
105839,Substation,South,0,0.08,1025641.4171,82051.313368
105840,Switchgear,South,1,0.95,569906.6869300001,541411.3525835001
105841,Transmission Line,North,0,0.005,724329.979,3621.6498950000005
105842,Transmission Line,West,0,0.11,1025082.6542,112759.091962
105843,Substation,West,0,0.0,482990.6945,0.0
105844,Transformer,North,1,0.98,861619.4494,844387.060412
105845,Transmission Line,North,0,0.025,903926.8587999999,22598.17147
105846,Transformer,South,1,0.3,1310742.1283,393222.63849
105847,Switchgear,East,1,0.86,872574.4451,750414.022786
105848,Transformer,East,1,0.88,782950.192226031,688996.1691589073
105849,Substation,Central,1,0.95,1355746.9133000001,1287959.567635
105850,Switchgear,East,1,0.925,915442.3261,846784.1516425
105851,Circuit Breaker,Central,1,0.72,829910.2228000001,597535.360416
105852,Substation,East,1,0.155,827908.5723,128325.8287065
105853,Transformer,North,0,0.5,1029177.8765,514588.93825
105854,Transformer,East,1,0.85,113805.34526,96734.543471
105855,Circuit Breaker,West,1,0.94,839755.557,789370.22358
105856,Circuit Breaker,East,0,0.12,194157.45446399998,23298.894535679996
105857,TRANSFORMER,West,1,0.76,528098.5505,401354.89838
105858,Transformer,South,0,0.015,1092898.9844,16393.484765999998
105859,Circuit Breaker,South,1,0.955,549327.7579,524608.0087944999
105860,Transformer,East,0,0.16,982447.4047,157191.584752
105861,Transformer,North,0,0.565,635854.3292,359257.695998
105862,Transmission Line,Central,0,0.565,1314113.9033000001,742474.3553645
105863,Transformer,Central,1,0.705,640412.6123,451490.8916715
105864,Circuit Breaker,West,1,0.905,701428.3859,634792.6892395
105865,Substation,West,1,0.985,1174547.5459,1156929.3327115
105866,Transmission Line,Central,0,0.18,513960.40553,92512.8729954
105867,Transformer,Central,1,0.91,1067036.0904,971002.8422640001
105868,Circuit Breaker,East,0,0.17,1294077.7699,219993.220883
105869,Transmission Line,South,1,0.99,881394.8802,872580.931398
105870,Switchgear,West,0,0.065,489646.05355,31826.993480750003
105871,Switchgear,West,1,0.945,462440.37642,437006.15571689996
105872,Switchgear,East,0,0.08,448767.9268,35901.434144
105873,Transformer,South,0,0.07,471937.60835,33035.6325845
105874,Substation,East,0,0.1,680780.89639,68078.089639
105875,Circuit Breaker,Central,0,0.01,695726.24996,6957.2624996
105876,Substation,South,1,0.825,345553.78760000004,285081.87477
105877,Transformer,South,1,0.815,688855.4763,561417.2131845
105878,Substation,North,0,0.005,951832.6096000001,4759.163048
105879,Switchgear,West,0,0.0,506351.6297,0.0
105880,Transformer,South,1,0.85,326221.70923,277288.45284549997
105881,Transmission Line,South,0,0.245,1176550.1524,288254.787338
105882,Transmission Line,North,1,0.47,1340210.0675,629898.731725
105883,Substation,North,0,0.505,698232.7868,352607.557334
105884,Circuit Breaker,West,0,0.1,862039.5806,86203.95806
105885,Transmission Line,West,1,0.765,1214670.6681,929223.0610964999
105886,Transformer,South,1,0.945,206770.62739,195398.24288355
105887,Switchgear,East,1,0.73,637236.2613,465182.470749
105888,Switchgear,South,1,0.955,526865.1392,503156.20793599996
105889,Transformer,South,1,0.88,301976.64289,265739.4457432
105890,Transmission Line,West,1,0.725,289686.014428,210022.3604603
105891,Transmission Line,West,0,0.08,991108.3493,79288.667944
105892,Circuit Breaker,North,1,0.94,891678.47984,838177.7710496
105893,Substation,South,0,0.01,503005.1197,5030.051197
105894,Switchgear,East,1,0.75,623613.99751,467710.4981325
105895,Substation,North,0,0.055,1152189.601,63370.428055000004
105896,Transmission Line,North,1,0.955,1260983.4252,1204239.171066
105897,Substation,West,0,0.155,581661.9494,90157.602157
105898,Switchgear,North,0,0.175,934720.0373000001,163576.0065275
105899,Substation,East,0,0.075,1114044.9691,83553.3726825
105900,Substation,West,0,0.175,593552.0461,103871.6080675
105901,Substation,North,0,0.045,552383.10181,24857.23958145
105902,Substation,North,0,0.105,1343470.8063,141064.4346615
105903,Circuit Breaker,South,0,0.14,369884.28106,51783.7993484
105904,Switchgear,North,0,0.015,398222.0259,5973.3303885
105905,Transformer,Central,0,0.075,540591.0512999999,40544.32884749999
105906,Circuit Breaker,Central,0,0.38,1057407.6775,401814.91745
105907,Transformer,Central,0,0.005,964335.7506899999,4821.67875345
105908,Transmission Line,East,0,0.705,949223.9725,669202.9006125
105909,Substation,South,1,0.855,723413.45378,618518.5029819
105910,Substation,West,1,0.685,732253.6231,501593.7318235
105911,Substation,South,0,0.015,656380.5944000001,9845.708916000001
105912,Transformer,Central,0,0.05,83980.45541,4199.0227705
105913,Switchgear,Central,1,0.87,501557.9132,436355.384484
105914,Switchgear,Central,1,0.905,775977.5296,702259.664288
105915,Substation,West,1,0.97,319161.41628,309586.5737916
105916,Transmission Line,North,1,0.93,1428166.3335,1328194.690155
105917,Transmission Line,North,0,0.005,779858.1625,3899.2908125
105918,Transmission Line,North,0,0.02,651216.8513,13024.337026
105919,Circuit Breaker,South,0,0.175,522059.60959999997,91360.43168
105920,TRANSFORMER,North,0,0.03,740611.9384,22218.358151999997
105921,Transformer,East,1,0.6,460883.97109999997,276530.38265999994
105922,Circuit Breaker,Central,1,0.935,470213.18770999997,439649.33050885
105923,Substation,South,1,0.705,995316.4791,701698.1177655
105924,Switchgear,East,1,0.875,1341917.4639,1174177.7809125
105925,Substation,Central,0,0.065,987733.4861000001,64202.67659650001
105926,Switchgear,North,0,0.18,745531.2021,134195.616378
105927,Circuit Breaker,East,1,0.74,428823.929,317329.70746
105928,Switchgear,South,0,0.025,754789.3171,18869.7329275
105929,Substation,Central,1,0.79,1040085.6732000001,821667.6818280001
105930,Transmission Line,West,0,0.275,1334138.6493,366888.1285575
105931,Transformer,South,1,0.845,542402.6925,458330.2751625
105932,Substation,North,0,0.015,264124.74674000003,3961.8712011000002
105933,Circuit Breaker,East,0,0.5,769609.9253,384804.96265
105934,Transmission Line,West,0,0.21,480635.872,100933.53312
105935,Transformer,West,0,0.235,1220423.821,286799.59793499997
105936,Transmission Line,North,0,0.01,547932.0009,5479.320009
105937,Substation,South,0,0.07,1356532.0759,94957.245313
105938,Substation,North,1,0.835,340247.4191,284106.5949485
105939,Switchgear,North,0,0.11,589606.517,64856.71687
105940,Circuit Breaker,South,1,0.985,809398.7145,797257.7337825
105941,Circuit Breaker,North,1,0.88,768090.4641,675919.608408
105942,Substation,North,1,0.99,700904.057,693895.0164300001
105943,Transformer,Central,0,0.045,738393.2875000001,33227.6979375
105944,Switchgear,South,1,0.63,343244.87436,216244.2708468
105945,Transmission Line,West,1,0.835,1177552.1623,983256.0555204999
105946,Transformer,Central,0,0.035,809890.9656,28346.183796
105947,Switchgear,West,0,0.12,886805.8189999999,106416.69827999998
105948,Circuit Breaker,West,1,0.85,851942.3211999999,724150.9730199999
105949,Transmission Line,Central,0,0.13,948637.997,123322.93961
105950,Switchgear,Central,1,0.97,626665.9896999999,607866.010009
105951,Switchgear,East,1,0.875,843632.0926,738178.081025
105952,Transformer,Central,1,0.845,644519.8446,544619.2686869999
105953,Substation,South,1,0.89,738071.298,656883.45522
105954,TRANSFORMER,North,0,0.0,613720.09536,0.0
105955,Transformer,Central,1,0.94,272346.88716,256006.07393039996
105956,Transmission Line,South,0,0.09,496769.183,44709.22647
105957,Transmission Line,South,1,0.82,496979.89774,407523.51614679996
105958,Switchgear,West,1,0.88,269613.8211,237260.162568
105959,Switchgear,North,1,0.87,778045.3965,676899.494955
105960,Transformer,East,1,0.955,1018678.06008,972837.5473764
105961,Transformer,West,1,0.825,981839.9753999999,810017.9797049998
105962,Transmission Line,North,0,0.2,489407.7377,97881.54754
105963,Transformer,East,0,0.2,919066.8130999999,183813.36262
105964,Transmission Line,South,0,0.115,722874.44507,83130.56118305
105965,Transformer,East,0,0.06,1115929.5435,66955.77260999999
105966,Circuit Breaker,South,1,0.695,464902.66339999996,323107.3510629999
105967,Transformer,North,0,0.075,481574.405197,36118.080389775
105968,Circuit Breaker,North,0,0.035,1202464.4753999999,42086.256639
105969,Transformer,West,0,0.04,594320.2041,23772.808164
105970,Circuit Breaker,Central,1,0.995,963283.8193,958467.4002035
105971,Substation,West,1,0.845,1298242.2114,1097014.668633
105972,Circuit Breaker,Central,0,0.02,1281263.7304,25625.274608
105973,Substation,North,1,0.89,1047680.6386,932435.7683539999
105974,Transmission Line,East,0,0.055,354136.865713,19477.527614215
105975,Transformer,West,1,0.97,696445.5388,675552.172636
105976,Transformer,North,1,0.845,1261840.0748,1066254.863206
105977,Transformer,North,0,0.065,1188034.4164,77222.237066
105978,Transformer,South,0,0.165,1248187.4810000001,205950.93436500002
105979,Circuit Breaker,East,0,0.025,695115.8344,17377.89586
105980,Switchgear,North,1,0.96,385252.6272,369842.522112
105981,Transformer,South,0,0.235,635227.90246,149278.55707809998
105982,Transformer,South,1,0.645,699928.91443,451454.14980735
105983,Transformer,North,1,0.91,983015.0452,894543.6911320001
105984,Circuit Breaker,South,0,0.015,384311.21157,5764.66817355
105985,Transformer,East,1,0.855,456903.38,390652.3899
105986,transformer,North,1,0.78,42585.422327,33216.62941506
105987,Transformer,South,0,0.055,753964.7804,41468.062922000005
105988,Transformer,North,1,0.815,578334.4368,471342.565992
105989,Transmission Line,East,1,0.9,1328947.4319000002,1196052.6887100001
105990,Substation,East,1,0.82,1105102.6357,906184.161274
105991,Switchgear,South,0,0.315,1056965.5249,332944.1403435
105992,Transmission Line,South,0,0.13,1018604.5308999999,132418.589017
105993,Substation,North,1,0.99,245323.0628,242869.83217200002
105994,Substation,Central,0,0.085,1213420.7632,103140.764872
105995,Circuit Breaker,West,0,0.185,436307.0739,80716.8086715
105996,Switchgear,South,0,0.09,164036.52459000002,14763.2872131
105997,Circuit Breaker,Central,1,0.8,988065.2489,790452.19912
105998,Circuit Breaker,North,1,0.97,368109.29469999997,357066.015859
105999,Substation,North,1,0.93,548385.9003999999,509998.88737199997
106000,Switchgear,South,0,0.01,457458.34018,4574.5834018000005
106001,Substation,South,0,0.215,1054633.1425,226746.12563750002
106002,Switchgear,East,1,0.965,676682.6646,652998.771339
106003,Transmission Line,North,0,0.025,916858.987,22921.474675
106004,Switchgear,East,0,0.075,860995.01966,64574.62647449999
106005,Substation,East,1,0.85,738031.2473,627326.560205
106006,Switchgear,North,0,0.095,1062931.6784,100978.50944800001
106007,Circuit Breaker,South,1,0.96,894510.3512,858729.937152
106008,Substation,Central,0,0.64,567996.689227,363517.88110528
106009,Transformer,Central,0,0.055,1290003.1537000001,70950.17345350001
106010,Circuit Breaker,Central,0,0.02,1179198.4772,23583.969544000003
106011,Transformer,South,1,0.89,954603.8559999999,849597.43184
106012,Transformer,North,1,0.72,633275.593,455958.42695999995
106013,Transformer,East,0,0.04,501219.64046,20048.7856184
106014,Substation,East,0,0.075,695256.65933,52144.24944975
106015,Circuit Breaker,East,1,0.87,691101.7498,601258.522326
106016,Transmission Line,South,0,0.145,1135211.5908,164605.68066599997
106017,Switchgear,Central,1,0.99,641455.7661,635041.208439
106018,Transmission Line,North,0,0.08,670520.9798999999,53641.678391999994
106019,Transformer,Central,0,0.035,805752.8108999999,28201.3483815
106020,Circuit Breaker,South,0,0.02,677179.9008,13543.598016
106021,Circuit Breaker,East,1,0.885,932148.1031,824951.0712435
106022,Transformer,North,0,0.015,366885.543594,5503.28315391
106023,Switchgear,East,1,0.87,1394792.4039,1213469.391393
106024,Transmission Line,North,0,0.045,571593.9451,25721.7275295
106025,Transmission Line,West,1,0.955,269344.9019,257224.38131449997
106026,Transmission Line,East,1,0.855,422172.74542,360957.69733409997
106027,Circuit Breaker,West,1,0.82,465147.15219999995,381420.66480399994
106028,Substation,North,1,0.655,502846.19502000004,329364.2577381
106029,Circuit Breaker,Central,0,0.165,1342593.4352000002,221527.91680800004
106030,Circuit Breaker,Central,0,0.215,809864.2211,174120.80753649998
106031,Transmission Line,South,1,0.85,890312.1671,756765.342035
106032,Transmission Line,North,1,0.82,414130.5848,339587.079536
106033,Transmission Line,West,0,0.015,921421.681,13821.325214999999
106034,Switchgear,West,1,0.68,618925.7018,420869.47722400003
106035,Transmission Line,North,1,0.78,826797.4419,644902.004682
106036,Switchgear,North,0,0.255,772383.38373,196957.76285115
106037,Switchgear,South,1,0.67,802113.5648,537416.088416
106038,Transformer,West,0,0.065,1145086.7735,74430.6402775
106039,Substation,East,1,0.735,50086270.98659,36813409.175143644
106040,Transformer,East,0,0.06,691492.1829100001,41489.530974600006
106041,Switchgear,West,1,0.7,748295.2504,523806.67527999997
106042,Substation,North,1,0.88,296328.51621000003,260769.09426480002
106043,Substation,South,0,0.035,1263244.7486,44213.56620100001
106044,Substation,Central,0,0.735,1094277.7223,804294.1258905
106045,Switchgear,Central,1,0.94,960646.979,903008.16026
106046,Transformer,North,0,0.085,1084275.6135,92163.4271475
106047,Transformer,South,0,0.01,946390.99202,9463.9099202
106048,Transformer,South,1,0.83,461514.38629999995,383056.94062899996
106049,Substation,West,1,0.78,1231548.0548,960607.482744
106050,Substation,North,1,0.93,453811.8248,422044.997064
106051,transformer,Central,1,0.945,879892.6370000001,831498.5419650001
106052,Transformer,South,1,0.745,773379.00168,576167.3562516
106053,Transmission Line,East,1,0.835,1164771.829,972584.4772149998
106054,Substation,North,1,0.85,459187.36840000004,390309.26314
106055,Switchgear,South,1,0.93,726447.5800000001,675596.2494000001
106056,Circuit Breaker,South,0,0.005,206466.25845,1032.33129225
106057,Switchgear,South,0,0.01,1095918.5331000001,10959.185331
106058,Circuit Breaker,South,1,0.91,98269.61339,89425.3481849
106059,Transmission Line,East,1,0.73,443022.65325,323406.5368725
106060,Circuit Breaker,North,0,0.085,242895.09482,20646.083059700002
106061,Transmission Line,Central,0,0.04,544974.8027,21798.992108000002
106062,Circuit Breaker,South,0,0.025,580763.8365,14519.0959125
106063,Transformer,Central,1,0.54,1008214.6995,544435.93773
106064,Switchgear,West,0,0.01,444498.85467000003,4444.9885467
106065,Substation,North,1,0.985,697705.64999,687240.06524015
106066,Switchgear,North,0,0.06,454983.8922,27299.033531999998
106067,Substation,East,1,0.975,729399.92927,711164.93103825
106068,TRANSFORMER,East,0,0.0,1194215.455,0.0
106069,Transformer,West,0,0.06,538735.8726,32324.152356
106070,Transmission Line,North,1,0.795,200600.73084,159477.58101780002
106071,Transformer,West,1,0.755,563938.8531,425773.83409049996
106072,Transformer,Central,1,0.96,573417.1516699999,550480.4656031999
106073,Substation,West,0,0.01,1261358.7061,12613.587061
106074,Circuit Breaker,West,0,0.05,344752.3591,17237.617955
106075,Transformer,Central,0,0.075,997442.5732999999,74808.1929975
106076,Transformer,West,0,0.04,485539.8131,19421.592524000003
106077,Transmission Line,South,0,0.14,379806.3757,53172.892598
106078,Substation,North,1,0.97,760822.83797,737998.1528308999
106079,Circuit Breaker,East,0,0.14,938153.0888,131341.43243200003
106080,Transformer,South,1,0.79,953816.2945999999,753514.872734
106081,Switchgear,West,0,0.11,885840.0337,97442.403707
106082,Transformer,West,1,0.87,670094.8517,582982.520979
106083,Substation,West,1,0.715,688572.4443999999,492329.29774599994
106084,Transmission Line,South,0,0.095,730505.3437999999,69398.007661
106085,Switchgear,South,0,0.13,1164116.1973,151335.10564900003
106086,Circuit Breaker,Central,1,0.9,50389765.8143,45350789.232870005
106087,Transformer,North,1,0.945,663338.22168,626854.6194875999
106088,Switchgear,South,1,0.88,394230.0732,346922.464416
106089,Transformer,South,1,0.93,304576.67089,283256.30392770004
106090,Switchgear,Central,1,0.925,546269.949,505299.70282500004
106091,Switchgear,East,0,0.045,1162787.7898,52325.45054099999
106092,Circuit Breaker,North,1,0.755,1331545.4690999999,1005316.8291704999
106093,Switchgear,West,0,0.01,494410.353942,4944.10353942
106094,Substation,East,1,0.8,486853.5048,389482.80384
106095,Transmission Line,North,1,0.98,653544.7452,640473.850296
106096,Switchgear,East,0,0.58,1118670.9454,648829.148332
106097,Transformer,North,0,0.01,694095.0347,6940.950347
106098,Circuit Breaker,West,1,0.735,412292.00567,303034.62416745
106099,Substation,North,0,0.105,740768.3818000001,77780.680089
106100,Circuit Breaker,West,0,0.06,51221.01002,3073.2606012
106101,Transmission Line,North,1,0.99,409722.7437,405625.51626299997
106102,Transmission Line,North,0,0.095,426077.078011,40477.322411045
106103,Switchgear,West,1,0.95,1103677.7125,1048493.8268749999
106104,Switchgear,West,1,0.89,174750.09507,155527.5846123
106105,Substation,South,0,0.435,854114.3922,371539.760607
106106,Substation,Central,1,0.92,1158893.8056,1066182.3011520002
106107,TRANSFORMER,East,0,0.135,217576.44465999998,29372.8200291
106108,Circuit Breaker,West,1,0.985,75195.11748,74067.1907178
106109,Transmission Line,North,0,0.77,1124827.9786999999,866117.543599
106110,Switchgear,East,1,0.865,1249819.131,1081093.548315
106111,Transformer,South,0,0.015,1181945.6374,17729.184561
106112,Transformer,South,0,0.08,807326.6904,64586.135232
106113,Switchgear,Central,1,0.805,1197238.3734,963776.890587
106114,Substation,East,0,0.07,530116.7693,37108.17385100001
106115,Circuit Breaker,East,0,0.1,810429.5492,81042.95492
106116,Switchgear,West,1,0.94,381278.2838,358401.58677199995
106117,Transmission Line,North,1,0.845,851979.4343999999,719922.6220679999
106118,transformer,South,0,0.07,537479.8122,37623.58685400001
106119,Transmission Line,Central,1,0.8,983718.13906,786974.511248
106120,Transmission Line,North,1,0.855,287980.0364,246222.93112199998
106121,Switchgear,West,1,0.575,777008.887,446780.11002499994
106122,Transmission Line,South,1,0.855,1205505.6472,1030707.328356
106123,Transformer,East,1,0.915,959479.6704,877923.898416
106124,Circuit Breaker,Central,0,0.26,1097169.4321,285264.05234600004
106125,Transformer,Central,1,0.47,374876.1492,176191.790124
106126,Switchgear,Central,0,0.07,642091.2331000001,44946.38631700001
106127,Transformer,East,0,0.025,1242804.0272000001,31070.100680000003
106128,Circuit Breaker,Central,0,0.015,240189.33805999998,3602.8400709
106129,Circuit Breaker,West,0,0.045,789099.3875000001,35509.4724375
106130,Transmission Line,West,0,0.115,1005528.0868,115635.729982
106131,Transformer,South,0,0.14,707102.7566,98994.385924
106132,Substation,South,0,0.005,397249.52795,1986.2476397500002
106133,Substation,South,0,0.07,995155.2827,69660.869789
106134,Substation,West,0,0.14,1020086.3049999999,142812.0827
106135,TRANSFORMER,West,0,0.005,904304.34156,4521.5217078
106136,Substation,North,1,0.805,1221944.7669,983665.5373545
106137,Transmission Line,South,1,0.715,766993.507,548400.357505
106138,Circuit Breaker,South,0,0.1,954883.5055,95488.35055
106139,Substation,South,1,0.935,713534.1033,667154.3865855
106140,Transformer,West,0,0.12,1033384.7272,124006.16726399999
106141,TRANSFORMER,East,0,0.09,1015824.66442,91424.2197978
106142,Substation,South,0,0.055,643030.9341,35366.7013755
106143,Substation,South,0,0.205,615508.15692,126179.1721686
106144,Switchgear,East,1,0.97,861224.3419,835387.6116429999
106145,Transformer,North,1,0.69,523722.38690000004,361368.446961
106146,Switchgear,North,0,0.02,1013872.3662,20277.447324
106147,Circuit Breaker,East,0,0.09,82626.01815,7436.3416335
106148,Transformer,Central,1,0.755,430228.30886,324822.3731893
106149,Switchgear,South,1,0.81,429219.1842,347667.539202
106150,Substation,West,0,0.135,292354.66072,39467.8791972
106151,Transmission Line,Central,0,0.0,979190.6617,0.0
106152,Substation,East,1,0.905,1174815.8486,1063208.342983
106153,Transformer,East,1,0.78,668411.5889999999,521361.0394199999
106154,Transmission Line,East,1,0.93,1251065.8404,1163491.231572
106155,Transformer,Central,0,0.0,506101.99399999995,0.0
106156,Circuit Breaker,North,0,0.02,952181.1934,19043.623868
106157,Transformer,West,0,0.68,349200.01305999997,237456.0088808
106158,Substation,Central,0,0.045,807818.904,36351.850679999996
106159,Switchgear,Central,0,0.035,564928.2809,19772.489831500003
106160,Transformer,North,1,0.16,1263347.7259,202135.636144
106161,transformer,East,1,0.88,1063821.9843000001,936163.3461840001
106162,Transformer,West,1,0.96,1017295.79787,976603.9659552
106163,Switchgear,South,0,0.235,1216827.1775,285954.3867125
106164,Substation,North,1,0.98,398726.42702,390751.8984796
106165,Substation,West,0,0.01,744374.1059000001,7443.741059000001
106166,Switchgear,South,1,0.93,1098829.8226,1021911.7350180001
106167,Substation,North,0,0.035,698781.74026,24457.360909100003
106168,Circuit Breaker,Central,0,0.025,570501.7968,14262.54492
106169,Substation,Central,1,0.745,970983.50654,723382.7123723
106170,Substation,Central,0,0.145,1105127.0555,160243.4230475
106171,Substation,North,0,0.115,1019207.89176,117208.9075524
106172,Circuit Breaker,Central,1,0.995,626997.5529,623862.5651355
106173,Transformer,South,0,0.11,932837.3761,102612.111371
106174,Transmission Line,Central,1,0.85,1128330.2229,959080.689465
106175,Substation,South,0,0.05,667131.656,33356.5828
106176,Switchgear,South,1,0.885,491349.4216,434844.238116
106177,Circuit Breaker,West,0,0.475,718038.8042,341068.431995
106178,Switchgear,Central,0,0.13,579172.67564,75292.4478332
106179,Transmission Line,South,0,0.065,979989.23375,63699.30019375
106180,Transformer,West,1,0.805,1103790.7025000001,888551.5155125002
106181,TRANSFORMER,West,0,0.055,1100320.1561,60517.6085855
106182,Circuit Breaker,North,0,0.015,1105031.4398,16575.471597
106183,Substation,Central,0,0.01,545099.4357,5450.9943570000005
106184,Transformer,West,1,0.89,1206535.0577,1073816.201353
106185,Substation,North,0,0.25,1135935.7721,283983.943025
106186,Circuit Breaker,South,0,0.05,1118155.6286,55907.78143
106187,Circuit Breaker,Central,1,0.73,499063.25800000003,364316.17834000004
106188,Transmission Line,North,0,0.055,399128.23932999995,21952.053163149998
